Date,Weather,Year,Month,Hour,Holiday,Normalized_Temperature,Normalized_Feeling_Temperature,Normalized_Humidity,Windspeed,Count_of_Rented_Bikes
02/10/13,"Clear, Few clouds, Partly cloudy",2013,10,6,0,0.332083333,0.318755556,0.816741573,0.166447191,16
02/06/14,"Clear, Few clouds, Partly cloudy",2014,6,14,0,0.64375,0.625644444,0.38,0.307488764,647
11/10/14,"Clear, Few clouds, Partly cloudy",2014,10,4,0,0.40625,0.412988889,0.511235955,0.2537,11
13/04/14,"Clear, Few clouds, Partly cloudy",2014,4,8,0,0.385,0.407788889,0.46,0.1642,563
05/08/14,"Clear, Few clouds, Partly cloudy",2014,8,1,0,0.744166667,0.708111111,0.702247191,0.254823596,87
19/04/13,"Clear, Few clouds, Partly cloudy",2013,4,4,0,0.463333333,0.466166667,0.674494382,0.098588764,5
10/09/13,"Clear, Few clouds, Partly cloudy",2013,9,16,0,0.740416667,0.695688889,0.553370787,0.197370787,432
28/06/14,"Clear, Few clouds, Partly cloudy",2014,6,2,0,0.66625,0.624533333,0.511235955,0.091847191,13
01/03/14,"Clear, Few clouds, Partly cloudy",2014,3,8,0,0.422916667,0.426422222,0.951235955,0.14441236,594
04/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,13,0,0.649583333,0.607766667,0.738988764,0.005617978,279
10/06/13,"Clear, Few clouds, Partly cloudy",2013,6,11,0,0.825833333,0.769266667,0.46,0.001123596,153
28/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,22,0,0.586666667,0.549944444,0.536741573,0.232888764,221
19/02/13,"Clear, Few clouds, Partly cloudy",2013,2,17,0,0.422083333,0.430311111,0.197865169,0.613023596,127
06/03/14,"Clear, Few clouds, Partly cloudy",2014,3,10,0,0.244166667,0.272044444,0.442247191,0.004494382,130
11/06/14,"Clear, Few clouds, Partly cloudy",2014,6,5,0,0.644583333,0.592566667,0.785617978,0.142165169,37
13/12/14,"Clear, Few clouds, Partly cloudy",2014,12,13,0,0.37,0.351277778,0.343370787,0.202988764,272
31/05/14,"Clear, Few clouds, Partly cloudy",2014,5,17,0,0.76875,0.670588889,0.314494382,0.168694382,827
29/03/14,"Clear, Few clouds, Partly cloudy",2014,3,2,0,0.605833333,0.608877778,0.283370787,0.309735955,7
21/01/13,"Clear, Few clouds, Partly cloudy",2013,1,7,0,0.205416667,0.189022222,0.51,0.2836,68
12/08/13,"Clear, Few clouds, Partly cloudy",2013,8,8,0,0.689166667,0.644733333,0.391123596,0.230641573,427
24/11/13,"Clear, Few clouds, Partly cloudy",2013,11,10,1,0.360833333,0.393244444,0.581235955,0.008988764,98
02/02/13,"Clear, Few clouds, Partly cloudy",2013,2,17,0,0.367916667,0.3332,0.53,0.523523596,190
07/05/13,"Clear, Few clouds, Partly cloudy",2013,5,21,0,0.547083333,0.515755556,0.50011236,0.225023596,183
29/06/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,6,23,0,0.82875,0.837744444,0.634494382,0.205235955,49
19/03/14,"Clear, Few clouds, Partly cloudy",2014,3,2,0,0.465833333,0.468944444,0.891235955,0.172065169,8
13/09/14,"Clear, Few clouds, Partly cloudy",2014,9,9,0,0.60375,0.618322222,0.645617978,0.095217978,339
26/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,15,0,0.529166667,0.503888889,0.774494382,0.005617978,71
21/02/14,"Clear, Few clouds, Partly cloudy",2014,2,0,0,0.27125,0.311888889,0.661235955,0.006741573,12
16/05/13,"Clear, Few clouds, Partly cloudy",2013,5,12,0,0.669583333,0.637311111,0.547865169,0.098588764,210
21/01/13,"Clear, Few clouds, Partly cloudy",2013,1,15,0,0.165,0.126755556,0.267865169,0.450047191,65
26/11/14,"Clear, Few clouds, Partly cloudy",2014,11,20,0,0.3475,0.374711111,0.501235955,0.005617978,278
29/01/13,"Clear, Few clouds, Partly cloudy",2013,1,22,0,0.165416667,0.212555556,0.806741573,0.090723596,33
08/02/13,"Clear, Few clouds, Partly cloudy",2013,2,4,0,0.2625,0.269266667,0.931123596,0.170941573,3
28/02/14,"Clear, Few clouds, Partly cloudy",2014,2,19,0,0.42375,0.429755556,0.261123596,0.007865169,307
26/02/13,"Clear, Few clouds, Partly cloudy",2013,2,22,0,0.280416667,0.280477778,0.753370787,0.23401236,47
26/05/13,"Clear, Few clouds, Partly cloudy",2013,5,2,0,0.624166667,0.589133333,0.837865169,0.108994382,14
01/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,6,0,0.43,0.438644444,0.942247191,0.004494382,109
27/10/14,"Clear, Few clouds, Partly cloudy",2014,10,14,0,0.610833333,0.628422222,0.461123596,0.262688764,750
28/07/13,"Clear, Few clouds, Partly cloudy",2013,7,15,0,0.870416667,0.824311111,0.504494382,0.199617978,146
29/01/14,"Clear, Few clouds, Partly cloudy",2014,1,0,0,0.310416667,0.294011111,0.335617978,0.232888764,96
19/06/13,"Clear, Few clouds, Partly cloudy",2013,6,19,0,0.720833333,0.694022222,0.622247191,0.14441236,311
09/02/14,"Clear, Few clouds, Partly cloudy",2014,2,9,0,0.201666667,0.200333333,0.597865169,0.228394382,239
11/11/14,"Clear, Few clouds, Partly cloudy",2014,11,6,0,0.30875,0.3332,0.875617978,0.097465169,20
05/06/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,6,11,0,0.565416667,0.5403,0.563370787,0.201865169,227
15/07/13,"Clear, Few clouds, Partly cloudy",2013,7,16,0,0.730833333,0.674477778,0.521235955,0.205235955,362
09/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,20,0,0.5075,0.490355556,0.721123596,0.165323596,361
07/11/13,"Clear, Few clouds, Partly cloudy",2013,11,23,0,0.361666667,0.375266667,0.87,0.094094382,49
30/07/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,7,11,0,0.792083333,0.737855556,0.557865169,0.142165169,215
30/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,10,0,0.3075,0.336077778,0.655617978,0.01011236,170
02/03/13,"Clear, Few clouds, Partly cloudy",2013,3,9,0,0.28375,0.265377778,0.563370787,0.299623596,148
07/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,9,0,0.403333333,0.422433333,0.66,0.143288764,170
27/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,4,0,0.249166667,0.226544444,0.877865169,0.332894382,4
08/06/14,"Clear, Few clouds, Partly cloudy",2014,6,13,0,0.7525,0.6565,0.375617978,0.2537,417
28/03/13,"Clear, Few clouds, Partly cloudy",2013,3,6,0,0.18875,0.182811111,0.347865169,0.2836,41
15/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,22,0,0.329583333,0.330977778,0.661123596,0.169817978,153
13/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,13,0,0.529166667,0.500555556,0.296741573,0.425765169,340
23/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,17,0,0.481666667,0.478588889,0.40011236,0.092970787,301
02/10/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,10,19,0,0.622916667,0.548833333,0.95011236,0.003370787,395
05/01/13,"Clear, Few clouds, Partly cloudy",2013,1,12,0,0.267083333,0.235077778,0.336741573,0.329523596,79
19/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,12,0,0.40375,0.4141,0.623370787,0.286970787,243
13/08/14,"Clear, Few clouds, Partly cloudy",2014,8,22,0,0.72625,0.689022222,0.625617978,0.334017978,192
17/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,2,0,0.42375,0.424755556,0.821123596,0.23401236,5
04/05/13,"Clear, Few clouds, Partly cloudy",2013,5,14,0,0.501666667,0.496466667,0.511123596,0.390347191,107
25/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,23,0,0.6225,0.589133333,0.838988764,0.254823596,158
07/01/14,"Clear, Few clouds, Partly cloudy",2014,1,6,0,0.265833333,0.289366667,0.757865169,0.1045,7
22/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,13,0,0.42875,0.432533333,1.0,0.090723596,26
13/02/13,"Clear, Few clouds, Partly cloudy",2013,2,20,0,0.40625,0.409655556,0.35,0.339635955,47
03/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,19,0,0.42625,0.426977778,0.442247191,0.198494382,144
03/05/13,"Clear, Few clouds, Partly cloudy",2013,5,4,0,0.520416667,0.514444444,0.881123596,0.227270787,5
31/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,11,0,0.370416667,0.361833333,0.661123596,0.226147191,190
04/11/14,"Clear, Few clouds, Partly cloudy",2014,11,18,0,0.365833333,0.354611111,0.44011236,0.235135955,238
19/11/13,"Clear, Few clouds, Partly cloudy",2013,11,14,0,0.429583333,0.431977778,0.32,0.307488764,349
11/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,8,0,0.572083333,0.546966667,0.835617978,0.113488764,407
12/02/13,"Clear, Few clouds, Partly cloudy",2013,2,1,0,0.151666667,0.225433333,0.862247191,0.001123596,24
16/04/14,"Clear, Few clouds, Partly cloudy",2014,4,11,1,0.651666667,0.608877778,0.658988764,0.26381236,251
09/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,17,0,0.524166667,0.501111111,0.683370787,0.168694382,806
13/09/13,"Clear, Few clouds, Partly cloudy",2013,9,7,0,0.580833333,0.553833333,0.837865169,0.091847191,362
28/12/13,"Clear, Few clouds, Partly cloudy",2013,12,8,0,0.326666667,0.300677778,0.578988764,0.360447191,218
23/08/14,"Clear, Few clouds, Partly cloudy",2014,8,15,0,0.792083333,0.706444444,0.467865169,0.141041573,305
21/11/14,"Clear, Few clouds, Partly cloudy",2014,11,19,0,0.384583333,0.410011111,0.438988764,0.195123596,243
26/07/14,"Clear, Few clouds, Partly cloudy",2014,7,21,0,0.804166667,0.759066667,0.498988764,0.62201236,271
07/06/13,"Clear, Few clouds, Partly cloudy",2013,6,23,0,0.685833333,0.650844444,0.793370787,0.110117978,90
04/06/14,"Clear, Few clouds, Partly cloudy",2014,6,6,0,0.530833333,0.502777778,0.684494382,0.005617978,140
21/01/14,"Clear, Few clouds, Partly cloudy",2014,1,21,0,0.18875,0.167611111,0.744494382,0.336265169,69
11/02/13,"Clear, Few clouds, Partly cloudy",2013,2,20,0,0.225833333,0.230633333,0.55,0.1343,64
01/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,2,0,0.160833333,0.232855556,0.695617978,0.008988764,3
27/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,16,0,0.30125,0.275477778,0.757865169,0.306365169,257
12/03/13,"Clear, Few clouds, Partly cloudy",2013,3,13,0,0.37,0.346633333,0.515617978,0.367188764,158
07/08/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,8,16,0,0.767916667,0.729522222,0.666741573,0.291465169,446
25/02/13,"Clear, Few clouds, Partly cloudy",2013,2,16,0,0.323333333,0.3029,0.495617978,0.470565169,102
29/08/13,"Clear, Few clouds, Partly cloudy",2013,8,9,0,0.622916667,0.636755556,0.541235955,0.260441573,188
01/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,20,0,0.221666667,0.232855556,0.88011236,0.136547191,75
03/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,15,0,0.365833333,0.334311111,0.47011236,0.453417978,449
07/01/14,"Clear, Few clouds, Partly cloudy",2014,1,18,0,0.549166667,0.524088889,0.452247191,0.1343,297
26/03/14,"Clear, Few clouds, Partly cloudy",2014,3,15,0,0.485833333,0.486366667,0.291123596,0.617517978,223
31/01/14,"Clear, Few clouds, Partly cloudy",2014,1,12,0,0.403333333,0.417988889,0.432247191,0.306365169,195
10/01/13,"Clear, Few clouds, Partly cloudy",2013,1,3,0,0.12875,0.137866667,0.502247191,0.2239,1
10/06/13,"Clear, Few clouds, Partly cloudy",2013,6,17,0,0.8225,0.778255556,0.524494382,0.225023596,518
09/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,2,0,0.722083333,0.713766667,0.845617978,0.1642,6
04/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,22,1,0.7475,0.688466667,0.623370787,0.142165169,327
27/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,11,0,0.660416667,0.606455556,0.89,0.110117978,124
11/06/13,"Clear, Few clouds, Partly cloudy",2013,6,2,0,0.71125,0.6717,0.791123596,0.115735955,60
01/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,19,0,0.389583333,0.396677778,0.825617978,0.200741573,127
12/11/13,"Clear, Few clouds, Partly cloudy",2013,11,4,0,0.202916667,0.224877778,0.811235955,0.14441236,7
28/11/13,"Clear, Few clouds, Partly cloudy",2013,11,18,0,0.570416667,0.531411111,0.641123596,0.2239,416
12/12/13,"Clear, Few clouds, Partly cloudy",2013,12,12,0,0.2925,0.291233333,0.53011236,0.111241573,145
18/09/13,"Clear, Few clouds, Partly cloudy",2013,9,23,0,0.542916667,0.516311111,0.682247191,0.196247191,55
02/06/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,6,1,0,0.57,0.530855556,0.84011236,0.111241573,76
07/03/13,"Clear, Few clouds, Partly cloudy",2013,3,10,0,0.251666667,0.213211111,0.605617978,0.305241573,58
29/03/14,"Clear, Few clouds, Partly cloudy",2014,3,21,0,0.45,0.4444,0.441123596,0.285847191,224
09/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,15,0,0.23,0.241744444,0.761235955,0.167570787,69
02/08/14,"Clear, Few clouds, Partly cloudy",2014,8,5,0,0.67125,0.595344444,0.89,0.138794382,42
20/05/13,"Clear, Few clouds, Partly cloudy",2013,5,1,0,0.467083333,0.468388889,1.002247191,0.006741573,25
05/03/14,"Clear, Few clouds, Partly cloudy",2014,3,22,0,0.240416667,0.212655556,0.361235955,0.331770787,79
05/11/13,"Clear, Few clouds, Partly cloudy",2013,11,13,0,0.405416667,0.410211111,0.378988764,0.108994382,355
07/07/14,"Clear, Few clouds, Partly cloudy",2014,7,0,0,0.786666667,0.767044444,0.663370787,0.14441236,150
08/09/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,9,19,0,0.584583333,0.547166667,0.886741573,0.105623596,216
28/03/14,"Clear, Few clouds, Partly cloudy",2014,3,9,0,0.400416667,0.421322222,0.431123596,0.450047191,314
27/04/14,"Clear, Few clouds, Partly cloudy",2014,4,13,0,0.465833333,0.468944444,0.337865169,0.399335955,306
05/11/14,"Clear, Few clouds, Partly cloudy",2014,11,12,0,0.3625,0.341633333,0.435617978,0.330647191,245
17/08/13,"Clear, Few clouds, Partly cloudy",2013,8,15,0,0.8125,0.743411111,0.431123596,0.137670787,160
15/06/13,"Clear, Few clouds, Partly cloudy",2013,6,0,0,0.569166667,0.536966667,0.641123596,0.366065169,53
08/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,2,0,0.190833333,0.248511111,0.561235955,0.011235955,16
12/09/13,"Clear, Few clouds, Partly cloudy",2013,9,1,0,0.57125,0.532522222,0.888988764,0.007865169,13
29/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,9,0,0.571666667,0.543633333,0.741235955,0.420147191,203
16/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,20,0,0.5125,0.485355556,0.558988764,0.006741573,225
17/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,23,0,0.482916667,0.472477778,0.885617978,0.001123596,62
15/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,4,0,0.332083333,0.311333333,0.704494382,0.225023596,7
03/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,4,0,0.322916667,0.306333333,0.498988764,0.302994382,16
01/08/13,"Clear, Few clouds, Partly cloudy",2013,8,15,0,0.911666667,0.790677778,0.277865169,0.007865169,129
28/01/14,"Clear, Few clouds, Partly cloudy",2014,1,14,0,0.383333333,0.406122222,0.51011236,0.390347191,362
30/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,4,0,0.425416667,0.433644444,0.546741573,0.23401236,8
24/07/14,"Clear, Few clouds, Partly cloudy",2014,7,0,0,0.7125,0.675588889,0.751235955,0.139917978,64
09/11/14,"Clear, Few clouds, Partly cloudy",2014,11,1,0,0.32125,0.310222222,0.54011236,0.289217978,20
12/03/13,"Clear, Few clouds, Partly cloudy",2013,3,20,0,0.403333333,0.421877778,0.586741573,0.106747191,86
15/05/13,"Clear, Few clouds, Partly cloudy",2013,5,20,0,0.542083333,0.5252,0.882247191,0.01011236,191
10/07/14,"Clear, Few clouds, Partly cloudy",2014,7,14,0,0.829166667,0.736744444,0.385617978,0.166447191,243
06/10/14,"Clear, Few clouds, Partly cloudy",2014,10,6,0,0.549166667,0.519088889,0.882247191,0.258194382,30
05/04/14,"Clear, Few clouds, Partly cloudy",2014,4,1,0,0.4925,0.4797,0.275617978,0.339635955,14
01/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,14,0,0.409166667,0.415211111,0.511235955,0.235135955,185
13/10/14,"Clear, Few clouds, Partly cloudy",2014,10,4,0,0.303333333,0.305222222,0.65,0.166447191,11
14/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,15,0,0.432083333,0.430866667,0.391235955,0.451170787,145
11/05/14,"Clear, Few clouds, Partly cloudy",2014,5,22,0,0.565833333,0.543633333,0.357865169,0.226147191,235
13/06/13,"Clear, Few clouds, Partly cloudy",2013,6,15,0,0.7075,0.644733333,0.376741573,0.452294382,185
12/09/14,"Clear, Few clouds, Partly cloudy",2014,9,4,0,0.505833333,0.485911111,0.72,0.098588764,5
14/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,5,0,0.55125,0.519644444,0.777865169,0.172065169,26
21/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,18,0,0.210416667,0.190133333,0.753370787,0.391470787,111
14/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,20,0,0.3925,0.394455556,0.465617978,0.1343,184
09/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,19,0,0.502083333,0.498133333,0.724494382,0.170941573,514
21/09/14,"Clear, Few clouds, Partly cloudy",2014,9,13,0,0.706666667,0.662611111,0.544494382,0.169817978,422
10/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,6,0,0.361666667,0.364055556,1.0,0.139917978,115
02/05/14,"Clear, Few clouds, Partly cloudy",2014,5,5,0,0.550416667,0.5252,0.904494382,0.142165169,33
14/07/13,"Clear, Few clouds, Partly cloudy",2013,7,18,0,0.72625,0.660944444,0.425617978,0.205235955,578
04/05/14,"Clear, Few clouds, Partly cloudy",2014,5,23,0,0.605,0.562822222,0.834494382,0.100835955,256
15/04/13,"Clear, Few clouds, Partly cloudy",2013,4,12,1,0.532083333,0.502777778,0.561235955,0.284723596,201
24/06/14,"Clear, Few clouds, Partly cloudy",2014,6,22,0,0.745833333,0.6918,0.554494382,0.1045,178
19/01/14,"Clear, Few clouds, Partly cloudy",2014,1,16,0,0.2675,0.240633333,0.421235955,0.334017978,194
23/02/13,"Clear, Few clouds, Partly cloudy",2013,2,20,0,0.24125,0.256288889,0.61011236,0.1642,109
28/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,17,0,0.425416667,0.436422222,0.413370787,0.139917978,322
13/08/14,"Clear, Few clouds, Partly cloudy",2014,8,1,0,0.670416667,0.6312,0.65,0.09971236,14
25/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,4,0,0.624583333,0.576711111,0.885617978,0.006741573,10
09/01/13,"Clear, Few clouds, Partly cloudy",2013,1,7,0,0.080833333,0.097566667,0.537865169,0.20411236,7
13/01/13,"Clear, Few clouds, Partly cloudy",2013,1,1,0,0.147916667,0.130644444,0.504494382,0.2836,2
15/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,18,1,0.47125,0.456166667,0.678988764,0.395965169,263
15/07/14,"Clear, Few clouds, Partly cloudy",2014,7,5,0,0.680416667,0.636955556,0.901235955,0.139917978,10
09/01/13,"Clear, Few clouds, Partly cloudy",2013,1,3,0,0.105,0.0908,0.465617978,0.4179,5
03/11/14,"Clear, Few clouds, Partly cloudy",2014,11,0,0,0.3525,0.349966667,0.538988764,0.175435955,109
06/04/14,"Clear, Few clouds, Partly cloudy",2014,4,21,0,0.440833333,0.451066667,0.267865169,0.142165169,191
30/04/14,"Clear, Few clouds, Partly cloudy",2014,4,7,0,0.402083333,0.409655556,0.502247191,0.194,349
16/10/13,"Clear, Few clouds, Partly cloudy",2013,10,19,0,0.545,0.522422222,0.53011236,0.399335955,233
20/04/13,"Clear, Few clouds, Partly cloudy",2013,4,23,0,0.611666667,0.637311111,0.404494382,0.33851236,93
18/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,4,0,0.6275,0.556611111,0.951235955,0.364941573,7
31/05/14,"Clear, Few clouds, Partly cloudy",2014,5,2,0,0.642916667,0.619988889,0.655617978,0.09971236,14
16/02/13,"Clear, Few clouds, Partly cloudy",2013,2,12,0,0.392083333,0.394455556,0.326741573,0.332894382,87
30/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,20,0,0.52875,0.504444444,0.597865169,0.201865169,310
19/08/13,"Clear, Few clouds, Partly cloudy",2013,8,3,0,0.645416667,0.600344444,0.782247191,0.011235955,4
08/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,1,0,0.527083333,0.505,0.597865169,0.231765169,10
12/11/13,"Clear, Few clouds, Partly cloudy",2013,11,10,0,0.340416667,0.325422222,0.62011236,0.2836,233
30/08/13,"Clear, Few clouds, Partly cloudy",2013,8,7,0,0.560833333,0.534744444,0.682247191,0.138794382,358
05/06/13,"Clear, Few clouds, Partly cloudy",2013,6,19,0,0.685416667,0.6414,0.653370787,0.1642,357
24/03/13,"Clear, Few clouds, Partly cloudy",2013,3,19,0,0.307083333,0.280477778,0.566741573,0.3881,138
20/05/14,"Clear, Few clouds, Partly cloudy",2014,5,9,0,0.624583333,0.631755556,0.324494382,0.255947191,313
16/09/14,"Clear, Few clouds, Partly cloudy",2014,9,1,0,0.545416667,0.519644444,0.645617978,0.002247191,118
30/08/14,"Clear, Few clouds, Partly cloudy",2014,8,19,0,0.769166667,0.6918,0.484494382,0.138794382,610
13/02/13,"Clear, Few clouds, Partly cloudy",2013,2,10,0,0.307083333,0.286033333,0.46011236,0.3284,106
17/03/14,"Clear, Few clouds, Partly cloudy",2014,3,15,0,0.6425,0.636755556,0.536741573,0.137670787,680
25/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,23,0,0.66625,0.636755556,0.502247191,0.304117978,179
26/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,18,0,0.422916667,0.431977778,0.71,0.006741573,406
23/10/13,"Clear, Few clouds, Partly cloudy",2013,10,3,0,0.340416667,0.365822222,0.872247191,0.001123596,46
17/02/13,"Clear, Few clouds, Partly cloudy",2013,2,6,0,0.309583333,0.309111111,0.705617978,0.14441236,48
31/08/13,"Clear, Few clouds, Partly cloudy",2013,8,7,0,0.605416667,0.586911111,0.79011236,0.008988764,328
12/04/14,"Clear, Few clouds, Partly cloudy",2014,4,16,0,0.491666667,0.485811111,0.321235955,0.286970787,353
07/07/13,"Clear, Few clouds, Partly cloudy",2013,7,4,0,0.65125,0.579133333,0.895617978,0.11461236,4
13/11/14,"Clear, Few clouds, Partly cloudy",2014,11,19,0,0.32625,0.289566667,0.498988764,0.363817978,356
04/01/13,"Clear, Few clouds, Partly cloudy",2013,1,21,0,0.2275,0.279922222,0.642247191,0.002247191,49
13/02/14,"Clear, Few clouds, Partly cloudy",2014,2,9,0,0.128333333,0.144177778,0.506741573,0.196247191,206
12/05/14,"Clear, Few clouds, Partly cloudy",2014,5,9,0,0.550416667,0.530755556,0.49,0.01011236,336
27/07/13,"Clear, Few clouds, Partly cloudy",2013,7,4,0,0.727916667,0.667811111,0.521235955,0.200741573,5
13/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,15,0,0.508333333,0.487577778,0.424494382,0.334017978,311
28/03/14,"Clear, Few clouds, Partly cloudy",2014,3,23,0,0.547916667,0.527422222,0.685617978,0.136547191,93
26/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,5,0,0.485,0.483033333,0.641235955,0.142165169,18
10/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,9,0,0.19,0.199222222,0.935617978,0.169817978,195
01/08/13,"Clear, Few clouds, Partly cloudy",2013,8,21,0,0.700416667,0.658166667,0.706741573,0.259317978,221
26/05/13,"Clear, Few clouds, Partly cloudy",2013,5,11,0,0.745416667,0.707,0.667865169,0.228394382,161
13/10/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,10,7,0,0.54625,0.5202,1.011235955,0.145535955,81
20/05/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,5,13,0,0.607083333,0.632866667,0.564494382,0.284723596,233
28/12/14,"Clear, Few clouds, Partly cloudy",2014,12,2,0,0.245,0.240077778,0.605617978,0.255947191,5
26/02/14,"Clear, Few clouds, Partly cloudy",2014,2,7,0,0.211666667,0.182911111,0.51,0.306365169,23
24/08/13,"Clear, Few clouds, Partly cloudy",2013,8,22,0,0.709166667,0.657055556,0.656741573,0.3582,182
14/11/14,"Clear, Few clouds, Partly cloudy",2014,11,3,0,0.242083333,0.236188889,0.65,0.23401236,6
28/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,13,0,0.305833333,0.304566667,0.243370787,0.231765169,83
18/09/13,"Clear, Few clouds, Partly cloudy",2013,9,13,0,0.563333333,0.537522222,0.61011236,0.137670787,376
10/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,4,0,0.1525,0.145844444,0.601235955,0.235135955,2
06/02/14,"Clear, Few clouds, Partly cloudy",2014,2,5,0,0.1925,0.214877778,0.804494382,0.1045,18
24/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,9,0,0.646666667,0.617766667,0.741235955,0.195123596,138
